metal,unit,year,mean,median,min,max,origin_var
Lanthanum,kg/MW,2050,6.716102781285104,6.15382946297029,5.639215722990287,8.355263157894738,HTEL - Yttrium
Manganese,kg/MW,2050,5.680399007058113,5.068971816116322,0.9489115239769756,11.02331368108104,HTEL - Yttrium
Nickel,kg/MW,2050,291.35488681415865,314.857335943501,95.49671013680404,463.7106143621709,HTEL - Yttrium
Praseodimium,kg/MW,2050,8.784195511365075,8.784195511365075,8.784195511365075,8.784195511365075,HTEL - Yttrium
Strontium,kg/MW,2050,1.505885631579585,1.317982456140351,0.8892883801631588,2.3103860584352454,HTEL - Yttrium
Zirconium,kg/MW,2050,51.02731830063581,56.99203590904821,14.326806412530972,81.76311258032824,HTEL - Yttrium
Aluminium,kg metal/kg vehicle,2050,0.245611249491411,0.245611249491411,0.245611249491411,0.245611249491411,ICEV
Antimony,kg metal/kg vehicle,2050,1.16903e-06,1.13421e-06,7.42882e-07,1.66017e-06,ICEV
Beryllium,kg metal/kg vehicle,2050,2.78421e-09,3.26361e-09,1.62082e-09,3.70878e-09,ICEV
Cerium,kg metal/kg vehicle,2050,6.21894e-06,2.53561e-08,1.09462e-08,4.90909e-05,ICEV
Cobalt,kg metal/kg vehicle,2050,3.03852e-06,3.5618e-06,1.94808e-06,3.73687e-06,ICEV
Dysprosium,kg metal/kg vehicle,2050,3.7843081999999996e-06,1.1361346e-08,5.548038e-09,2.65803e-05,ICEV
Erbium,kg metal/kg vehicle,2050,6.75e-08,9e-08,0.0,1.125e-07,ICEV
Europium,kg metal/kg vehicle,2050,7.22443181818182e-08,5.625000000000001e-09,5e-09,2.727272727272728e-07,ICEV
Gadolinium,kg metal/kg vehicle,2050,3.98703e-08,1.8588e-08,5e-09,2.15455e-07,ICEV
Gallium,kg metal/kg vehicle,2050,8.31459e-08,3.12931e-08,1.52536e-08,2.85e-07,ICEV
Germanium,kg metal/kg vehicle,2050,1.50779e-08,1.80126e-08,9.50099e-09,1.86444e-08,ICEV
Gold,kg metal/kg vehicle,2050,1.45186e-07,1.37131e-07,9.24298e-08,2.1005e-07,ICEV
Indium,kg metal/kg vehicle,2050,4.61551e-08,1.27911e-08,6.10885e-09,1.9e-07,ICEV
Lanthanum,kg metal/kg vehicle,2050,4.59599e-06,4.37424e-06,0.0,7.38561e-06,ICEV
Lithium,kg metal/kg vehicle,2050,0.000391553,6.20866e-08,2.92293e-08,0.00312828,ICEV
Manganese,kg metal/kg vehicle,2050,0.00560688,0.00560688,0.00560688,0.00560688,ICEV
Molybdenum,kg metal/kg vehicle,2050,4.88061e-07,5.57365e-07,3.10458e-07,6.11758e-07,ICEV
Neodymium,kg metal/kg vehicle,2050,2.9115338000000003e-05,1.1118817e-06,5.1681943e-07,0.0001409482,ICEV
Niobium,kg metal/kg vehicle,2050,1.74058e-05,3.93236e-08,1.94676e-08,5.457e-05,ICEV
Palladium,kg metal/kg vehicle,2050,4.60471e-07,5.36362e-08,2.48523e-08,1.66154e-06,ICEV
Platinum,kg metal/kg vehicle,2050,2.1489e-06,7.14349e-07,6.74934e-09,9.92369e-06,ICEV
Praseodymium,kg metal/kg vehicle,2050,1.249745e-06,2.628265e-08,1.305915e-08,9.27275e-06,ICEV
Rhenium,kg metal/kg vehicle,2050,2.57213e-10,2.84841e-10,1.55288e-10,3.45001e-10,ICEV
Rhodium,kg metal/kg vehicle,2050,5.416666666666668e-09,5e-09,5e-09,6.2500000000000005e-09,ICEV
Rubidium,kg metal/kg vehicle,2050,4.34244e-09,4.33599e-09,2.54969e-09,6.32476e-09,ICEV
Ruthenium,kg metal/kg vehicle,2050,2.88634e-09,3.44265e-09,1.69437e-09,3.75672e-09,ICEV
Samarium,kg metal/kg vehicle,2050,1.4997616709030111e-06,1.4595378571428571e-06,2.6875e-07,2.8249124137931035e-06,ICEV
Scandium,kg metal/kg vehicle,2050,6.818181818181819e-07,6.818181818181819e-07,6.818181818181819e-07,6.818181818181819e-07,ICEV
Silver,kg metal/kg vehicle,2050,7.67228e-07,8.0603e-07,4.66444e-07,1.07537e-06,ICEV
Strontium,kg metal/kg vehicle,2050,7.09354e-05,8.26392e-05,4.5496e-05,8.73036e-05,ICEV
Tantalum,kg metal/kg vehicle,2050,1.86864e-06,6.49388e-07,3.10939e-07,5.415e-06,ICEV
Tellurium,kg metal/kg vehicle,2050,1.30689e-09,1.44932e-09,7.90149e-10,1.74794e-09,ICEV
Terbium,kg metal/kg vehicle,2050,1.10671e-06,4.76649e-09,0.0,9.93e-06,ICEV
Tin,kg metal/kg vehicle,2050,2.62092e-05,2.50203e-05,1.65581e-05,3.78826e-05,ICEV
Tungsten,kg metal/kg vehicle,2050,1.522e-08,1.63889e-08,9.64482e-09,2.00811e-08,ICEV
Ytterbium,kg metal/kg vehicle,2050,4.52591e-08,4.05182e-08,0.0,1.0000000000000001e-07,ICEV
Yttrium,kg metal/kg vehicle,2050,1.04394e-07,8.19176e-08,1e-08,3.54545e-07,ICEV
Zirconium,kg metal/kg vehicle,2050,9.11848e-07,7.86316e-07,6.44241e-07,1.24179e-06,ICEV
Aluminium,kg/MW,2050,165.0,165.0,130.0,200.0,Nuclear
Boron,kg/MW,2050,10.0,10.0,10.0,10.0,Nuclear
Brass,kg/MW,2050,40.0,40.0,40.0,40.0,Nuclear
Cadmium,kg/MW,2050,5.25,5.25,0.5,10.0,Nuclear
Chromium,kg/MW,2050,829.175,388.35,350.0,2190.0,Nuclear
Hafnium,kg/MW,2050,0.5,0.5,0.5,0.5,Nuclear
Indium,kg/MW,2050,5.8,5.800000000000001,1.6,10.0,Nuclear
Lead,kg/MW,2050,28.1,40.0,4.3,40.0,Nuclear
Manganese,kg/MW,2050,295.095,295.095,75.19,515.0,Nuclear
Molybdenum,kg/MW,2050,70.8,70.8,70.8,70.8,Nuclear
Nickel,kg/MW,2050,285.1666666666667,300.0,255.5,300.0,Nuclear
Niobium,kg/MW,2050,2.0,2.0,2.0,2.0,Nuclear
Silver,kg/MW,2050,9.15,9.15,8.3,10.0,Nuclear
Tin,kg/MW,2050,4.6,4.6,4.6,4.6,Nuclear
Tungsten,kg/MW,2050,5.0,5.0,5.0,5.0,Nuclear
Vanadium,kg/MW,2050,0.6,0.6,0.6,0.6,Nuclear
Yttrium,kg/MW,2050,0.5,0.5,0.5,0.5,Nuclear
Zirconium,kg/MW,2050,165.25,165.25,30.5,300.0,Nuclear
Aluminium,kg/MW,2050,1037.5,1037.5,1000.0,1075.0,PAFC
Chromium,kg/MW,2050,5000.0,5000.0,5000.0,5000.0,PAFC
Copper,kg/MW,2050,5500.0,5500.0,5500.0,5500.0,PAFC
Lanthanum,kg/MW,2050,0.33299999999999996,0.33299999999999996,0.0,0.6659999999999999,PAFC
Manganese,kg/MW,2050,0.0,0.0,0.0,0.0,PAFC
Molybdenum,kg/MW,2050,20.0,20.0,20.0,20.0,PAFC
Nickel,kg/MW,2050,1700.0,1700.0,1700.0,1700.0,PAFC
Palladium,kg/MW,2050,0.5,0.5,0.5,0.5,PAFC
Platinum,kg/MW,2050,2.184837142857143,1.9,1.6285714285714292,3.02594,PAFC
Yttrium,kg/MW,2050,0.0,0.0,0.0,0.0,PAFC
Zinc,kg/MW,2050,3419.2989678053573,3419.2989678053573,2300.0,4538.597935610715,PAFC
Zirconium,kg/MW,2050,0.0,0.0,0.0,0.0,PAFC
Potassium,kg/MW,2050,139.39393939393938,139.39393939393938,139.39393939393938,139.39393939393938,PEMEL
Ruthenium,kg/MW,2050,0.4171298386604351,0.4171298386604351,0.4171298386604351,0.4171298386604351,PEMEL
Chromium,kg/MW,2050,100.0,100.0,100.0,100.0,PEMFC
Aluminium,kg/MW,2050,740.0,740.0,740.0,740.0,Parabolic Trough - PB
Chromium,kg/MW,2050,2200.0,2200.0,2200.0,2200.0,Parabolic Trough - PB
Magnesium,kg/MW,2050,3000.0,3000.0,3000.0,3000.0,Parabolic Trough - PB
Manganese,kg/MW,2050,2000.0,2000.0,2000.0,2000.0,Parabolic Trough - PB
Molybdenum,kg/MW,2050,200.0,200.0,200.0,200.0,Parabolic Trough - PB
Nickel,kg/MW,2050,940.0,940.0,940.0,940.0,Parabolic Trough - PB
Niobium,kg/MW,2050,0.0,0.0,0.0,0.0,Parabolic Trough - PB
Silver,kg/MW,2050,25.491341463414635,24.85,6.405,40.355,Parabolic Trough - PB
Titanium,kg/MW,2050,25.0,25.0,25.0,25.0,Parabolic Trough - PB
Vanadium,kg/MW,2050,1.9,1.9,1.9,1.9,Parabolic Trough - PB
Zinc,kg/MW,2050,650.0,650.0,650.0,650.0,Parabolic Trough - PB
Aluminium,kg/MW,2050,25625.0,25625.0,1250.0,50000.0,SOFC - Y
Chromium,kg/MW,2050,8375.0,8375.0,1750.0,15000.0,SOFC - Y
Gadolinium,kg/MW,2050,13.0,13.0,13.0,13.0,SOFC - Y
Manganese,kg/MW,2050,30.299999999999997,30.299999999999997,30.299999999999997,30.299999999999997,SOFC - Y
Molybdenum,kg/MW,2050,0.0,0.0,0.0,0.0,SOFC - Y
Nickel,kg/MW,2050,3500.0,3500.0,3500.0,3500.0,SOFC - Y
Palladium,kg/MW,2050,0.0,0.0,0.0,0.0,SOFC - Y
Platinum,kg/MW,2050,0.0,0.0,0.0,0.0,SOFC - Y
Zinc,kg/MW,2050,505.0,505.0,505.0,505.0,SOFC - Y
Zirconium,kg/MW,2050,204.75,204.75,84.0,325.5,SOFC - Y
Aluminium,kg/MW,2050,780.0,780.0,500.0,1060.0,Wind-DDPM
Boron,kg/MW,2050,6.790625,6.9,6.0,7.3625,Wind-DDPM
Chromium,kg/MW,2050,475.765,409.28,239.0,845.5,Wind-DDPM
Copper,kg/MW,2050,4796.0,3850.0,1484.0,10000.0,Wind-DDPM
Lead,kg/MW,2050,6720.0,6720.0,6720.0,6720.0,Wind-DDPM
Manganese,kg/MW,2050,423.25,423.25,56.5,790.0,Wind-DDPM
Molybdenum,kg/MW,2050,103.43833333333332,109.0,75.315,126.0,Wind-DDPM
Nickel,kg/MW,2050,342.914,376.57,111.0,610.0,Wind-DDPM
Niobium,kg/MW,2050,37.657,37.657,37.657,37.657,Wind-DDPM
Praseodymium,kg/MW,2050,15.709750000000001,17.15,5.88,24.80625,Wind-DDPM
Terbium,kg/MW,2050,4.666666666666667,6.08,0.54,7.0,Wind-DDPM
Vanadium,kg/MW,2050,45.189350000000005,45.189350000000005,0.0,90.3787,Wind-DDPM
Aluminium,kg/MW,2050,1612.5,1500.0,1240.0,2210.0,Wind-Gearbox
Boron,kg/MW,2050,0.6,0.8,0.0,1.0,Wind-Gearbox
Chromium,kg/MW,2050,563.6,525.0,358.9,845.5,Wind-Gearbox
Manganese,kg/MW,2050,545.5,780.0,56.5,800.0,Wind-Gearbox
Molybdenum,kg/MW,2050,104.825,109.0,75.30000000000001,126.0,Wind-Gearbox
Niobium,kg/MW,2050,37.7,37.7,37.7,37.7,Wind-Gearbox
Praseodymium,kg/MW,2050,1.9032000000000002,2.08,0.0,4.68,Wind-Gearbox
Terbium,kg/MW,2050,0.525,0.55,0.0,1.0,Wind-Gearbox
Vanadium,kg/MW,2050,45.2,45.2,0.0,90.4,Wind-Gearbox
Zinc,kg/MW,2050,5483.333333333333,5500.0,5450.0,5500.0,Wind-Gearbox
Aluminium,kg/MW,2050,54.75,54.75,7.5,102.0,a-Si
Boron,kg/MW,2050,0.0008,0.0008,0.0008,0.0008,a-Si
Cadmium,kg/MW,2050,1.1898,1.1898,1.1898,1.1898,a-Si
Chromium,kg/MW,2050,634.0,634.0,634.0,634.0,a-Si
Molybdenum,kg/MW,2050,10.62,10.62,10.62,10.62,a-Si
Nickel,kg/MW,2050,334.0,334.0,334.0,334.0,a-Si
Tellurium,kg/MW,2050,1.3499999999999999,1.3499999999999999,1.3499999999999999,1.3499999999999999,a-Si
Tin,kg/MW,2050,83.87,103.08,5.32,143.21,a-Si
Aluminium,kg/MW,2050,2003.75,2003.75,7.5,4000.0,c-Si
Lead,kg/MW,2050,138.10166666666666,72.38,5.925000000000001,336.0,c-Si
Nickel,kg/MW,2050,1.3,1.3,1.3,1.3,c-Si
Tin,kg/MW,2050,350.54,350.54,124.08,577.0,c-Si
Zinc,kg/MW,2050,16.735,16.735,16.735,16.735,c-Si
